,ride_date
1498,2018-07-26
1499,2017-03-27
1500,2019-03-24
1501,2019-09-30
1502,2017-03-27
1503,2019-02-28
1504,2019-11-18
1505,2020-01-30
1506,2017-08-20
1507,2019-07-13
1508,2018-10-12
1509,2018-02-02
1510,2021-11-06
1511,2017-09-25
1512,2017-04-30
1513,2019-11-06
1514,2019-03-24
1515,2018-08-14
1516,2021-11-06
1517,2018-07-26
1518,2017-07-20
1519,2021-11-06
1520,2018-04-19
1521,2021-11-06
1522,2019-01-10
1523,2021-11-06
1524,2018-08-13
1525,2018-01-20
1526,2017-11-18
1527,2019-12-20
1528,2019-06-20
1529,2019-01-04
1530,2017-10-17
1531,2019-08-13
1532,2018-08-25
1533,2018-11-22
1534,2021-11-06
1535,2018-10-04
1536,2018-12-14
1537,2018-10-20
1538,2018-04-22
1539,2018-04-30
1540,2020-02-02
1541,2019-11-26
1542,2021-11-06
1543,2019-10-20
1544,2018-11-23
1545,2017-01-03
1546,2018-10-11
1547,2019-07-09
1548,2019-07-19
1549,2017-06-13
1550,2018-07-02
1551,2019-10-21
1552,2018-12-10
1553,2019-08-20
1554,2018-06-03
1555,2021-11-06
1556,2018-02-11
1557,2017-06-25
1558,2020-01-31
1559,2019-09-08
1560,2017-11-20
1561,2017-09-09
1562,2017-01-04
1563,2017-02-02
1564,2021-11-06
1565,2019-05-26
1566,2018-05-18
1567,2021-11-06
1568,2017-11-19
1569,2017-08-20
1570,2017-03-16
1571,2021-11-06
1572,2019-06-04
1573,2018-11-02
1574,2019-09-27
1575,2021-11-06
1576,2017-07-27
1577,2019-02-14
1578,2021-11-06
1579,2017-04-07
1580,2018-09-11
1581,2019-02-28
1582,2018-03-14
1583,2019-08-31
1584,2019-07-03
1585,2018-10-04
1586,2017-09-07
1587,2021-11-06
1588,2019-10-11
1589,2021-11-06
1590,2018-03-18
1591,2021-11-06
1592,2019-08-06
1593,2018-02-08
1594,2021-11-06
1595,2018-08-16
1596,2019-11-17
1597,2017-03-02
1598,2021-11-06
1599,2019-05-28
1600,2018-11-02
1601,2021-11-06
1602,2019-04-12
1603,2017-03-11
1604,2021-11-06
1605,2019-11-27
1606,2017-12-02
1607,2017-08-29
1608,2019-11-16
1609,2021-11-06
1610,2018-07-10
1611,2019-04-30
1612,2018-06-21
1613,2019-06-22
1614,2017-12-26
1615,2017-04-02
1616,2019-05-07
1617,2019-10-15
1618,2018-09-22
1619,2019-10-05
1620,2021-11-06
1621,2021-11-06
1622,2018-04-08
1623,2021-11-06
1624,2017-07-21
1625,2019-07-16
1626,2017-09-12
1627,2017-07-06
1628,2018-09-14
1629,2017-06-09
1630,2018-08-16
1631,2019-09-24
1632,2017-09-06
1633,2019-11-14
1634,2021-11-06
1635,2018-10-30
1636,2018-03-21
1637,2021-11-06
1638,2019-07-02
1639,2019-08-23
1640,2018-07-25
1641,2019-08-11
1642,2019-09-30
1643,2021-11-06
1644,2020-01-21
1645,2018-11-01
1646,2018-02-03
1647,2018-02-22
1648,2020-02-19
1649,2021-11-06
1650,2017-07-26
1651,2018-04-30
1652,2017-04-23
1653,2017-04-02
1654,2018-05-12
1655,2021-11-06
1656,2021-11-06
1657,2021-11-06
1658,2020-02-06
1659,2021-11-06
1660,2017-12-27
1661,2018-06-12
1662,2021-11-06
1663,2021-11-06
1664,2021-11-06
1665,2018-01-26
1666,2017-11-30
1667,2018-09-30
1668,2017-03-24
1669,2019-05-01
1670,2017-10-21
1671,2020-01-01
1672,2017-08-05
1673,2019-07-08
1674,2021-11-06
1675,2018-07-05
1676,2017-02-12
1677,2018-03-26
1678,2020-02-07
1679,2017-04-01
1680,2020-02-16
1681,2019-05-24
1682,2018-10-09
1683,2019-12-18
1684,2017-08-13
1685,2021-11-06
1686,2018-06-07
1687,2017-11-08
1688,2017-06-23
1689,2017-10-07
1690,2019-09-30
1691,2017-09-16
1692,2019-06-13
1693,2018-10-21
1694,2019-11-20
1695,2018-08-08
1696,2019-02-20
1697,2019-05-01
1698,2018-08-19
1699,2018-08-04
1700,2017-05-12
1701,2021-11-06
1702,2017-02-13
1703,2018-12-03
1704,2021-11-06
1705,2018-11-09
1706,2018-02-18
1707,2019-08-06
1708,2017-07-15
1709,2021-11-06
1710,2017-04-29
1711,2019-02-15
1712,2021-11-06
1713,2021-11-06
1714,2019-02-11
1715,2019-04-30
1716,2019-09-13
1717,2018-05-02
1718,2017-04-02
1719,2021-11-06
1720,2021-11-06
1721,2019-03-20
1722,2021-11-06
1723,2017-12-01
1724,2017-11-30
1725,2019-08-29
1726,2019-07-26
1727,2017-09-12
1728,2021-11-06
1729,2021-11-06
1730,2021-11-06
1731,2021-11-06
1732,2018-09-21
1733,2018-09-02
1734,2019-09-21
1735,2017-02-11
1736,2018-01-03
1737,2019-10-12
1738,2021-11-06
1739,2019-01-07
1740,2018-05-23
1741,2018-10-02
1742,2017-10-05
1743,2018-03-02
1744,2019-11-18
1745,2017-03-14
1746,2018-03-28
1747,2017-04-22
1748,2017-08-15
1749,2017-06-19
1750,2019-08-13
1751,2017-09-24
1752,2018-09-06
1753,2021-11-06
1754,2018-10-22
1755,2018-12-03
1756,2021-11-06
1757,2021-11-06
1758,2020-01-06
1759,2018-03-08
1760,2019-10-04
1761,2019-09-30
1762,2021-11-06
1763,2018-10-05
1764,2017-10-29
1765,2021-11-06
1766,2021-11-06
1767,2021-11-06
1768,2017-02-25
1769,2017-07-04
1770,2018-04-21
1771,2021-11-06
1772,2017-09-22
1773,2019-01-26
1774,2019-09-02
1775,2019-10-18
1776,2021-11-06
1777,2019-04-13
1778,2019-06-16
1779,2021-11-06
1780,2017-07-19
1781,2021-11-06
1782,2019-03-10
1783,2021-11-06
1784,2021-11-06
1785,2018-06-04
1786,2018-02-17
1787,2017-02-03
1788,2017-09-20
1789,2021-11-06
1790,2017-04-06
1791,2018-09-12
1792,2017-12-12
1793,2021-11-06
1794,2019-07-03
1795,2017-08-13
1796,2021-11-06
1797,2017-12-18
1798,2018-10-08
1799,2017-03-28
1800,2017-07-18
1801,2021-11-06
1802,2021-11-06
1803,2021-11-06
1804,2018-04-04
1805,2018-05-08
1806,2018-12-12
1807,2017-07-28
1808,2021-11-06
1809,2021-11-06
1810,2019-04-02
1811,2018-03-11
1812,2018-02-23
1813,2019-01-04
1814,2018-02-08
1815,2019-12-03
1816,2018-01-18
1817,2018-04-04
1818,2017-07-12
1819,2017-10-29
1820,2018-01-13
1821,2021-11-06
1822,2017-08-15
1823,2020-01-11
1824,2017-08-13
1825,2018-08-18
1826,2019-10-18
1827,2017-03-31
1828,2020-01-19
1829,2017-07-11
1830,2018-08-03
1831,2019-12-14
1832,2019-03-07
1833,2018-04-01
1834,2021-11-06
1835,2019-03-11
1836,2017-03-12
1837,2021-11-06
1838,2019-03-10
1839,2020-02-19
1840,2019-07-31
1841,2018-09-05
1842,2021-11-06
1843,2018-06-29
1844,2019-10-25
1845,2017-08-14
1846,2017-07-27
1847,2019-12-01
1848,2017-09-10
1849,2021-11-06
1850,2017-06-08
1851,2021-11-06
1852,2017-03-18
1853,2017-02-19
1854,2017-02-25
1855,2020-02-11
1856,2018-12-23
1857,2021-11-06
1858,2019-08-30
1859,2021-11-06
1860,2021-11-06
1861,2021-11-06
1862,2021-11-06
1863,2018-08-21
1864,2021-11-06
1865,2019-03-16
1866,2017-02-17
1867,2021-11-06
1868,2018-04-15
1869,2020-02-11
1870,2018-02-04
1871,2019-09-19
1872,2019-07-21
1873,2019-06-18
1874,2018-05-03
1875,2019-11-02
1876,2017-02-20
1877,2018-03-16
1878,2017-07-19
1879,2021-11-06
1880,2021-11-06
1881,2021-11-06
1882,2018-03-08
1883,2017-07-19
1884,2019-03-10
1885,2019-10-05
1886,2018-07-17
1887,2018-04-04
1888,2018-11-12
1889,2018-04-12
1890,2017-04-10
1891,2018-08-09
1892,2017-05-07
1893,2018-07-12
1894,2017-11-20
1895,2019-07-29
1896,2017-07-06
1897,2019-11-27
1898,2021-11-06
1899,2019-11-29
1900,2021-11-06
1901,2019-05-18
1902,2019-11-30
1903,2021-11-06
1904,2021-11-06
1905,2021-11-06
1906,2021-11-06
1907,2018-05-31
1908,2021-11-06
1909,2017-04-20
1910,2017-10-15
1911,2021-11-06
1912,2019-06-24
1913,2021-11-06
1914,2017-02-20
1915,2019-07-23
1916,2021-11-06
1917,2017-11-15
1918,2017-03-13
1919,2019-03-26
1920,2021-11-06
1921,2018-12-09
1922,2021-11-06
1923,2021-11-06
1924,2021-11-06
1925,2019-07-11
1926,2018-11-05
1927,2021-11-06
1928,2018-02-26
1929,2018-04-27
1930,2017-08-25
1931,2021-11-06
1932,2019-11-14
1933,2018-03-30
1934,2019-05-05
1935,2017-12-06
1936,2021-11-06
1937,2017-05-27
1938,2017-05-27
1939,2018-09-23
1940,2021-11-06
1941,2019-12-14
1942,2018-10-31
1943,2021-11-06
1944,2018-01-14
1945,2017-02-04
1946,2017-05-19
1947,2017-12-15
1948,2017-01-30
1949,2017-03-24
1950,2017-09-23
1951,2021-11-06
1952,2018-04-28
1953,2017-06-25
1954,2019-11-02
1955,2021-11-06
1956,2018-05-14
1957,2020-01-18
1958,2019-06-03
1959,2021-11-06
1960,2017-08-31
1961,2019-12-19
1962,2018-03-05
1963,2021-11-06
1964,2017-11-18
1965,2021-11-06
1966,2019-06-07
1967,2019-11-24
1968,2021-11-06
1969,2018-05-11
1970,2020-01-26
1971,2021-11-06
1972,2018-12-20
1973,2018-01-10
1974,2021-11-06
1975,2018-10-21
1976,2017-01-05
1977,2019-08-03
1978,2019-03-02
1979,2018-09-18
1980,2017-08-09
1981,2021-11-06
1982,2019-08-20
1983,2017-04-07
1984,2019-09-09
1985,2019-02-05
1986,2019-03-14
1987,2018-04-01
1988,2017-07-26
1989,2017-11-11
1990,2018-04-02
1991,2019-06-14
1992,2021-11-06
1993,2019-12-26
1994,2021-11-06
1995,2017-12-31
1996,2018-09-23
1997,2017-09-27
1998,2017-08-12
1999,2019-05-24
2000,2017-04-20
2001,2020-01-19
2002,2017-09-11
2003,2017-05-17
2004,2018-10-08
2005,2021-11-06
2006,2018-08-16
2007,2017-12-06
2008,2021-11-06
2009,2017-10-31
2010,2021-11-06
2011,2018-12-02
2012,2019-04-03
2013,2018-12-01
2014,2017-06-13
2015,2021-11-06
2016,2017-08-30
2017,2018-04-09
2018,2021-11-06
2019,2019-10-02
2020,2020-01-17
2021,2017-10-21
2022,2021-11-06
2023,2017-04-13
2024,2019-07-13
2025,2019-04-13
2026,2017-03-21
2027,2018-09-24
2028,2019-01-31
2029,2019-07-21
2030,2021-11-06
2031,2017-02-04
2032,2021-11-06
2033,2018-04-29
2034,2019-07-27
2035,2021-11-06
2036,2021-11-06
2037,2021-11-06
2038,2021-11-06
2039,2018-03-18
2040,2021-11-06
2041,2018-08-18
2042,2021-11-06
2043,2018-07-09
2044,2018-05-02
2045,2019-06-25
2046,2017-12-03
2047,2021-11-06
2048,2021-11-06
2049,2017-09-28
2050,2018-12-17
2051,2019-07-20
2052,2019-10-30
2053,2021-11-06
2054,2018-12-07
2055,2017-07-11
2056,2017-05-28
2057,2017-02-27
2058,2021-11-06
2059,2017-02-22
2060,2019-12-13
2061,2018-11-09
2062,2017-08-13
2063,2018-05-07
2064,2019-11-15
2065,2017-11-28
2066,2018-01-08
2067,2017-09-12
2068,2018-01-07
2069,2018-02-13
2070,2017-09-27
2071,2018-10-12
2072,2019-11-18
2073,2018-04-04
2074,2021-11-06
2075,2017-08-01
2076,2017-01-29
2077,2020-01-20
2078,2018-12-09
2079,2017-10-19
2080,2018-04-29
2081,2021-11-06
2082,2018-05-01
2083,2018-10-01
2084,2017-06-22
2085,2018-11-15
2086,2021-11-06
2087,2018-01-30
2088,2021-11-06
2089,2017-09-12
2090,2018-12-11
2091,2021-11-06
2092,2018-09-14
2093,2019-09-26
2094,2018-06-02
2095,2017-09-16
2096,2020-01-10
2097,2019-11-10
2098,2018-06-19
2099,2021-11-06
2100,2021-11-06
2101,2017-02-08
2102,2020-02-06
2103,2018-07-20
2104,2021-11-06
2105,2018-03-08
2106,2021-11-06
2107,2017-08-09
2108,2019-06-03
2109,2019-09-15
2110,2018-04-04
2111,2019-03-02
2112,2021-11-06
2113,2021-11-06
2114,2019-10-31
2115,2017-06-30
2116,2019-02-08
2117,2018-04-08
2118,2021-11-06
2119,2021-11-06
2120,2021-11-06
2121,2017-03-14
2122,2018-01-30
2123,2017-01-24
2124,2021-11-06
2125,2017-12-16
2126,2021-11-06
2127,2019-04-12
2128,2018-10-10
2129,2019-12-26
2130,2021-11-06
2131,2021-11-06
2132,2017-07-13
2133,2018-08-13
2134,2018-10-26
2135,2019-01-26
2136,2017-04-05
2137,2017-09-03
2138,2019-05-22
2139,2021-11-06
2140,2021-11-06
2141,2021-11-06
2142,2018-10-15
2143,2018-07-24
2144,2021-11-06
2145,2019-01-23
2146,2019-01-02
2147,2021-11-06
2148,2018-05-05
2149,2019-01-31
2150,2017-03-13
2151,2018-08-28
2152,2018-04-24
2153,2021-11-06
2154,2018-08-19
2155,2019-05-04
2156,2021-11-06
2157,2019-02-22
2158,2017-11-19
2159,2021-11-06
2160,2018-04-06
2161,2019-04-10
2162,2018-01-28
2163,2021-11-06
2164,2018-11-29
2165,2019-10-12
2166,2017-01-27
2167,2021-11-06
2168,2018-05-21
2169,2021-11-06
2170,2017-09-25
2171,2018-01-29
2172,2018-09-17
2173,2019-07-11
2174,2017-06-25
2175,2017-12-04
2176,2019-08-22
2177,2018-07-16
2178,2019-01-11
2179,2018-10-16
2180,2019-10-26
2181,2018-03-26
2182,2021-11-06
2183,2021-11-06
2184,2019-01-25
2185,2019-07-28
2186,2021-11-06
2187,2020-02-15
2188,2018-11-13
2189,2018-06-28
2190,2019-07-23
2191,2017-04-10
2192,2021-11-06
2193,2018-05-22
2194,2017-11-06
2195,2019-12-29
2196,2017-02-14
2197,2021-11-06
2198,2019-08-06
2199,2017-08-17
2200,2017-02-26
2201,2021-11-06
2202,2019-03-01
2203,2017-07-14
2204,2017-08-05
2205,2017-07-29
2206,2019-11-07
2207,2017-08-24
2208,2021-11-06
2209,2021-11-06
2210,2021-11-06
2211,2021-11-06
2212,2021-11-06
2213,2018-10-27
2214,2021-11-06
2215,2021-11-06
2216,2019-12-11
2217,2018-03-26
2218,2020-01-12
2219,2021-11-06
2220,2021-11-06
2221,2018-05-29
2222,2020-02-19
2223,2021-11-06
2224,2019-08-31
2225,2020-01-28
2226,2018-11-24
2227,2017-12-01
2228,2019-10-06
2229,2019-07-25
2230,2019-01-16
2231,2018-03-21
2232,2019-10-14
2233,2019-10-12
2234,2017-11-23
2235,2021-11-06
2236,2021-11-06
2237,2021-11-06
2238,2019-08-10
2239,2019-07-07
2240,2021-11-06
2241,2019-02-21
2242,2017-10-22
2243,2021-11-06
2244,2021-11-06
2245,2021-11-06
2246,2021-11-06
2247,2018-05-25
2248,2021-11-06
2249,2019-03-31
2250,2021-11-06
2251,2018-02-13
2252,2018-12-18
2253,2018-01-15
2254,2021-11-06
2255,2018-10-19
2256,2021-11-06
2257,2018-10-12
2258,2018-10-18
2259,2020-01-12
2260,2018-12-24
2261,2021-11-06
2262,2017-08-15
2263,2019-11-16
2264,2019-08-21
2265,2018-09-09
2266,2021-11-06
2267,2018-08-03
2268,2017-10-19
2269,2018-02-01
2270,2018-04-25
2271,2021-11-06
2272,2017-04-30
2273,2018-10-09
2274,2017-03-11
2275,2021-11-06
2276,2020-01-04
2277,2018-01-17
2278,2020-01-21
2279,2021-11-06
2280,2021-11-06
2281,2017-10-03
2282,2021-11-06
2283,2019-03-05
2284,2018-06-05
2285,2017-08-05
2286,2018-10-23
2287,2019-07-02
2288,2019-12-08
2289,2019-07-21
2290,2018-06-28
2291,2017-10-28
2292,2017-11-06
2293,2021-11-06
2294,2019-07-24
2295,2017-02-04
2296,2021-11-06
2297,2019-03-13
2298,2019-04-26
2299,2021-11-06
2300,2021-11-06
2301,2019-10-30
2302,2018-03-23
2303,2018-09-25
2304,2018-09-09
2305,2019-04-01
2306,2017-02-15
2307,2018-10-13
2308,2018-07-29
2309,2017-05-10
2310,2017-02-22
2311,2018-01-14
2312,2019-12-13
2313,2017-01-08
2314,2017-10-13
2315,2018-07-10
2316,2019-07-21
2317,2019-08-19
2318,2018-10-11
2319,2018-06-15
2320,2018-01-03
2321,2017-06-30
2322,2017-06-26
2323,2021-11-06
2324,2021-11-06
2325,2019-08-11
2326,2017-01-05
2327,2018-01-10
2328,2017-05-16
2329,2021-11-06
2330,2018-05-19
2331,2020-02-08
2332,2018-08-25
2333,2018-05-09
2334,2017-12-09
2335,2018-04-10
2336,2019-12-12
2337,2018-11-15
2338,2017-07-24
2339,2021-11-06
2340,2021-11-06
2341,2017-10-22
2342,2017-08-31
2343,2019-01-07
2344,2017-03-12
2345,2017-05-02
2346,2017-01-11
2347,2019-10-30
2348,2019-09-20
2349,2019-07-12
2350,2017-03-15
2351,2019-11-28
2352,2017-07-27
2353,2019-07-07
2354,2019-10-23
2355,2017-03-08
2356,2017-04-10
2357,2019-07-22
2358,2017-02-13
2359,2021-11-06
2360,2018-08-05
2361,2019-02-15
2362,2019-09-04
2363,2017-08-30
2364,2018-10-25
2365,2020-02-10
2366,2019-11-24
2367,2019-10-02
2368,2019-03-27
2369,2019-03-11
2370,2018-04-17
2371,2018-09-25
2372,2017-07-24
2373,2017-11-04
2374,2021-11-06
2375,2017-12-07
2376,2017-02-25
2377,2019-12-17
2378,2021-11-06
2379,2021-11-06
2380,2017-02-22
2381,2019-10-14
2382,2021-11-06
2383,2017-09-20
2384,2021-11-06
2385,2019-08-09
2386,2017-09-15
2387,2017-08-22
2388,2019-10-23
2389,2017-09-29
2390,2021-11-06
2391,2019-05-11
2392,2019-08-05
2393,2017-08-09
2394,2018-04-17
2395,2019-05-21
2396,2021-11-06
2397,2017-05-07
2398,2021-11-06
2399,2021-11-06
2400,2017-08-04
2401,2017-11-19
2402,2017-07-09
2403,2021-11-06
2404,2021-11-06
2405,2019-08-04
2406,2019-07-28
2407,2019-09-04
2408,2017-12-31
2409,2017-01-06
2410,2019-07-01
2411,2019-03-09
2412,2018-06-05
2413,2019-03-12
2414,2018-11-24
2415,2018-10-16
2416,2017-09-26
2417,2019-07-02
2418,2018-06-28
2419,2019-02-12
2420,2019-06-24
2421,2019-06-12
2422,2018-08-01
2423,2017-09-03
2424,2019-03-14
2425,2017-06-20
2426,2019-03-24
2427,2021-11-06
2428,2019-04-20
2429,2017-11-14
2430,2021-11-06
2431,2021-11-06
2432,2017-06-13
2433,2018-05-04
2434,2019-05-05
2435,2021-11-06
2436,2021-11-06
2437,2017-06-17
2438,2021-11-06
2439,2018-08-02
2440,2021-11-06
2441,2017-12-03
2442,2021-11-06
2443,2017-03-28
2444,2018-07-18
2445,2021-11-06
2446,2017-04-03
2447,2019-09-12
2448,2018-11-21
2449,2017-08-18
2450,2018-02-27
2451,2019-11-19
2452,2019-06-08
2453,2018-09-24
2454,2021-11-06
2455,2017-04-06
2456,2018-10-25
2457,2017-11-30
2458,2017-12-17
2459,2018-02-17
2460,2017-09-11
2461,2019-02-18
2462,2017-09-01
2463,2019-06-03
2464,2018-07-01
2465,2017-03-31
2466,2017-01-02
2467,2017-02-13
2468,2019-06-30
2469,2018-09-27
2470,2017-08-04
2471,2019-09-30
2472,2018-05-29
2473,2017-04-02
2474,2020-02-07
2475,2018-11-20
2476,2020-01-29
2477,2019-12-19
2478,2018-04-20
2479,2021-11-06
2480,2019-09-15
2481,2017-11-02
2482,2018-03-07
2483,2019-06-26
2484,2017-03-06
2485,2021-11-06
2486,2017-09-10
2487,2019-10-27
2488,2021-11-06
2489,2021-11-06
2490,2018-10-04
2491,2018-12-30
2492,2021-11-06
2493,2018-10-14
2494,2021-11-06
2495,2019-05-27
2496,2019-12-11
2497,2017-11-27
2498,2018-09-15
2499,2018-02-21
2500,2019-07-13
2501,2017-06-09
2502,2018-10-02
2503,2021-11-06
2504,2017-02-26
2505,2019-05-06
2506,2019-09-02
2507,2018-09-09
2508,2021-11-06
2509,2017-07-12
2510,2018-12-02
2511,2018-04-13
2512,2019-06-09
2513,2018-03-16
2514,2019-06-12
2515,2019-07-04
2516,2017-02-06
2517,2017-09-21
2518,2019-03-11
2519,2018-06-09
2520,2021-11-06
2521,2019-06-05
2522,2019-10-06
2523,2019-06-28
2524,2019-02-14
2525,2019-03-12
2526,2017-07-31
2527,2018-01-31
2528,2018-04-19
2529,2017-09-26
2530,2017-07-08
2531,2019-03-26
2532,2020-01-06
2533,2021-11-06
2534,2018-06-06
2535,2021-11-06
2536,2018-10-05
2537,2017-12-28
2538,2018-09-20
2539,2021-11-06
2540,2019-01-11
2541,2018-01-15
2542,2019-02-09
2543,2021-11-06
2544,2019-07-21
2545,2017-11-05
2546,2021-11-06
2547,2018-10-13
2548,2018-07-12
2549,2021-11-06
2550,2019-03-17
2551,2017-01-04
2552,2019-10-24
2553,2021-11-06
2554,2017-09-24
2555,2021-11-06
2556,2017-02-02
2557,2021-11-06
2558,2021-11-06
2559,2019-06-21
2560,2019-12-18
2561,2017-03-15
2562,2017-12-15
2563,2017-01-04
2564,2017-11-19
2565,2018-10-02
2566,2019-02-21
2567,2020-01-09
2568,2019-01-11
2569,2021-11-06
2570,2018-10-29
2571,2018-12-12
2572,2017-12-25
2573,2018-12-03
2574,2017-11-14
2575,2020-01-11
2576,2017-10-02
2577,2021-11-06
2578,2018-03-29
2579,2019-05-01
2580,2021-11-06
2581,2019-09-15
2582,2019-01-03
2583,2021-11-06
2584,2019-10-07
2585,2019-01-19
2586,2019-06-24
2587,2021-11-06
2588,2017-04-04
2589,2018-11-07
2590,2019-03-13
2591,2017-11-20
2592,2021-11-06
2593,2021-11-06
2594,2018-07-29
2595,2021-11-06
2596,2018-08-02
2597,2017-08-16
2598,2019-07-08
2599,2019-11-11
2600,2021-11-06
2601,2021-11-06
2602,2017-01-30
2603,2020-01-13
2604,2019-01-09
2605,2021-11-06
2606,2019-04-12
2607,2017-01-04
2608,2018-01-05
2609,2021-11-06
2610,2019-02-05
2611,2018-07-31
2612,2021-11-06
2613,2017-02-26
2614,2019-11-25
2615,2018-11-26
2616,2019-04-01
2617,2020-02-11
2618,2017-04-08
2619,2018-02-15
2620,2017-10-25
2621,2019-11-16
2622,2019-07-10
2623,2021-11-06
2624,2021-11-06
2625,2017-06-20
2626,2018-09-15
2627,2019-08-01
2628,2019-06-02
2629,2017-05-16
2630,2019-10-31
2631,2019-02-06
2632,2021-11-06
2633,2017-01-10
2634,2021-11-06
2635,2017-04-30
2636,2021-11-06
2637,2021-11-06
2638,2017-07-14
2639,2021-11-06
2640,2018-11-24
2641,2018-04-13
2642,2017-10-06
2643,2017-08-09
2644,2018-04-07
2645,2021-11-06
2646,2019-06-16
2647,2021-11-06
2648,2017-07-22
2649,2018-06-01
2650,2021-11-06
2651,2019-09-20
2652,2017-07-19
2653,2017-03-22
2654,2018-04-01
2655,2021-11-06
2656,2018-09-16
2657,2018-12-02
2658,2019-04-14
2659,2017-12-29
2660,2017-07-10
2661,2018-05-15
2662,2019-10-02
2663,2018-11-03
2664,2017-09-17
2665,2021-11-06
2666,2019-01-12
2667,2019-01-18
2668,2017-01-16
2669,2018-02-20
2670,2018-12-23
2671,2018-05-21
2672,2018-10-17
2673,2021-11-06
2674,2021-11-06
2675,2017-12-21
2676,2019-08-04
2677,2017-09-09
2678,2018-12-02
2679,2017-12-03
2680,2018-04-23
2681,2018-07-28
2682,2017-07-09
2683,2021-11-06
2684,2018-06-05
2685,2021-11-06
2686,2021-11-06
2687,2021-11-06
2688,2017-03-10
2689,2017-12-24
2690,2018-05-13
2691,2021-11-06
2692,2017-08-03
2693,2018-07-25
2694,2019-04-20
2695,2018-08-05
2696,2017-03-27
2697,2019-02-14
2698,2019-03-18
2699,2018-03-15
2700,2018-06-24
2701,2017-03-22
2702,2019-05-02
2703,2021-11-06
2704,2019-01-15
2705,2021-11-06
2706,2018-12-12
2707,2018-01-10
2708,2019-06-21
2709,2018-01-23
2710,2017-12-11
2711,2018-04-12
2712,2018-07-17
2713,2017-06-25
2714,2019-10-25
2715,2021-11-06
2716,2017-08-16
2717,2017-06-04
2718,2018-12-10
2719,2018-03-27
2720,2019-08-29
2721,2019-08-02
2722,2017-07-26
2723,2019-03-04
2724,2017-05-22
2725,2021-11-06
2726,2020-02-17
2727,2020-01-25
2728,2019-03-12
2729,2019-07-09
2730,2019-04-15
2731,2020-02-17
2732,2019-04-23
2733,2017-12-12
2734,2021-11-06
2735,2019-12-14
2736,2019-10-07
2737,2021-11-06
2738,2017-02-16
2739,2021-11-06
2740,2021-11-06
2741,2021-11-06
2742,2021-11-06
2743,2018-11-30
2744,2020-02-13
2745,2021-11-06
2746,2018-05-29
2747,2021-11-06
2748,2017-01-19
2749,2021-11-06
2750,2019-04-02
2751,2020-02-15
2752,2018-07-23
2753,2017-09-04
2754,2019-07-06
2755,2018-05-26
2756,2018-12-26
2757,2017-05-14
2758,2020-01-25
2759,2017-01-09
2760,2017-12-15
2761,2021-11-06
2762,2020-01-14
2763,2018-11-02
2764,2019-12-19
2765,2018-10-21
2766,2018-03-08
2767,2021-11-06
2768,2020-01-23
2769,2021-11-06
2770,2019-09-30
2771,2017-09-15
2772,2018-09-10
2773,2018-02-01
2774,2018-10-10
2775,2017-04-26
2776,2017-06-13
2777,2021-11-06
2778,2020-02-01
2779,2018-11-13
2780,2021-11-06
2781,2019-03-18
2782,2021-11-06
2783,2017-03-09
2784,2017-05-12
2785,2017-12-09
2786,2018-06-09
2787,2017-05-01
2788,2019-12-18
2789,2021-11-06
2790,2017-05-01
2791,2019-09-17
2792,2018-09-28
2793,2017-07-06
2794,2021-11-06
2795,2019-11-27
2796,2021-11-06
2797,2018-12-02
2798,2021-11-06
2799,2020-01-20
2800,2021-11-06
2801,2018-11-08
2802,2019-09-27
2803,2017-01-04
2804,2018-06-03
2805,2018-04-30
2806,2019-02-08
2807,2021-11-06
2808,2018-03-02
2809,2018-06-17
2810,2017-02-10
2811,2017-01-10
2812,2019-12-09
2813,2019-09-29
2814,2018-01-30
2815,2018-12-13
2816,2021-11-06
2817,2017-05-14
2818,2019-10-20
2819,2020-01-25
2820,2021-11-06
2821,2019-09-11
2822,2020-01-04
2823,2017-03-07
2824,2021-11-06
2825,2021-11-06
2826,2021-11-06
2827,2021-11-06
2828,2021-11-06
2829,2017-03-25
2830,2019-10-11
2831,2019-04-06
2832,2019-12-22
2833,2019-09-21
2834,2017-07-28
2835,2019-04-08
2836,2018-08-25
2837,2018-02-01
2838,2018-01-31
2839,2021-11-06
2840,2017-09-21
2841,2019-03-14
2842,2021-11-06
2843,2017-02-17
2844,2017-01-02
2845,2017-12-24
2846,2018-06-30
2847,2021-11-06
2848,2019-01-05
2849,2017-04-23
2850,2017-11-06
2851,2019-01-14
2852,2017-02-12
2853,2018-09-18
2854,2018-01-14
2855,2017-10-17
2856,2017-05-15
2857,2017-12-06
2858,2021-11-06
2859,2018-07-24
2860,2021-11-06
2861,2017-05-02
2862,2021-11-06
2863,2019-11-30
2864,2017-01-05
2865,2019-02-22
2866,2021-11-06
2867,2017-07-20
2868,2021-11-06
2869,2021-11-06
2870,2021-11-06
2871,2017-09-25
2872,2021-11-06
2873,2017-05-08
2874,2019-07-23
2875,2019-11-10
2876,2018-06-03
2877,2019-11-04
2878,2019-01-20
2879,2021-11-06
2880,2020-01-05
2881,2019-10-22
